idiom,response
go for the jugular,"  Output: i (figurative meaning)

In this context, the expression ""go for the jugular"" means to attack or confront someone directly and aggressively, without hesitation or subtlety. The phrase is often used to describe someone who is being bold and direct in their actions or words, and is not afraid to"
nip and tuck,"  Output: i (figurative meaning)

The expression ""nip and tuck"" in the contextual sentence is used figuratively to mean making small, incremental improvements or adjustments. The use of the word ""nip"" implies a small, precise modification, while ""tuck"" suggests a more general, cosmet"
nip and tuck,"  Output: i (figurative meaning)

The expression ""nip and tuck"" in the context of the sentence you provided is used figuratively to describe a close and intense competition or race. The phrase suggests that the outcome was uncertain until the end, with the team led by Best opening up a significant lead towards the end"
nip and tuck,"  Great, thank you for asking! The expression ""nip and tuck"" in the contextual sentence has a figurative meaning. Here are my outputs:

Output: i (figurative meaning):

In this context, ""nip and tuck"" is used to describe the waves, which suggests a gentle, del"
throw the baby out with the bathwater,"  Output: i (figurative meaning)

The expression ""throw the baby out with the bathwater"" is a common idiom that means to eliminate something good or valuable along with something bad or undesirable. In the context of the sentence, the speaker is suggesting that the critics of the Chicago School have overreacted and mis"
throw the baby out with the bathwater,"  Output: i (figurative meaning)

The expression ""throw the baby out with the bathwater"" is a common idiom that means to eliminate something good or valuable along with something bad or undesirable. In the context of the sentence you provided, the expression is being used figuratively to mean that the Western model has limitations"
out of order,"  Sure! In the context of the sentence ""The new machine is well out of order,"" the expression ""out of order"" holds a figurative meaning.

Output: i (figurative meaning)

The phrase ""out of order"" in this sentence is used idiomatically to mean that something is not functioning properly or"
out of order,"  Output: i (figurative meaning)

In this context, the expression ""out of order"" holds a figurative meaning. The speaker is using it to convey that the quote they were expecting to find was not where they expected it to be, but rather in a different location or in a different state. The phrase ""out of"
out of order,"  Output: i (figurative meaning)

In the context of the sentence ""That question was not out of order,"" the expression ""out of order"" holds a figurative meaning. It is used to describe something that is not in the correct or proper sequence or arrangement, but not necessarily in a physical or literal sense.

"
muddy the waters,"  Output: i (figurative meaning)

In this context, the expression ""muddy the waters"" is being used figuratively to mean ""to make something complicated or unclear"". The sentence suggests that the actions of the unnamed entity have caused confusion and made it difficult to determine the truth or accuracy of information.

The"
muddy the waters,"  Output: i (figurative meaning)

In this context, the expression ""muddy the waters"" is being used figuratively to mean ""complicate"" or ""obscure"" the issue at hand. The speaker is suggesting that the conflation of two distinct hypotheses has made the debate even more complex and difficult to"
muddy the waters,"  Output: i (figurative meaning)

The expression ""muddy the waters"" in the contextual sentence means that the judge felt that the extensive previous research on chemical kindling in rats would make it difficult to evaluate the current experiment's results, as it would create confusion or obfuscate the issue. The"
move the goalposts,"  Output: i (figurative meaning)

The expression ""move the goalposts"" in the context of the sentence means that the speaker feels it is unfair to change the rules or expectations without notice or consent. It is a metaphorical expression used to describe a situation where someone is shifting the boundaries or standards in"
move the goalposts,"  Output: i (figurative meaning)

The expression ""move the goalposts"" is a common idiom that means to change the rules or standards in the middle of a game or situation, making it more difficult or impossible to achieve one's goals. In the context of the sentence, the expression is being used figuratively to"
move the goalposts,"  Output: i (figurative meaning)

The expression ""move the goalposts"" in the contextual sentence is being used figuratively to mean that the Jockey Club is making significant changes to the sport in an attempt to update it, but the changes will still be difficult for most people to understand or adapt to. The phrase is"
hair of the dog,"  Output: i (figurative meaning)

The expression ""hair of the dog"" is a common idiom that means to take a small amount of something that will counteract the effects of something else, usually to alleviate withdrawal symptoms or a hangover. In the context of the sentence, ""I should think"
hair of the dog,"  Sure! The expression ""hair of the dog"" has a figurative meaning in the contextual sentence.

Output: i (figurative meaning)

The phrase ""hair of the dog"" is a common idiom that means to take a small amount of something that will counteract or alleviate the effects of"
hair of the dog,"  Output: i

The expression ""hair of the dog"" in the contextual sentence has a figurative meaning. The phrase is often used metaphorically to refer to a remedy or cure that is derived from the source of the problem itself, rather than from an external source. In this case, the ""hair"
have someone's number,"  Sure! The expression ""have someone's number"" in the sentence ""Because he had your number"" can have both figurative and literal meanings, depending on the context and the intended meaning.

Figurative meaning:

In this context, ""have someone's number"" means that the person has a good understanding"
neither here nor there,"  Output: i (figurative meaning)

In this context, the expression ""neither here nor there"" holds a figurative meaning. The speaker is using it to convey that the thing they are referring to (in this case, the fact that something is a certain way) is not particularly important or relevant to the conversation. It"
neither here nor there,"  In the context of the sentence ""Oh well, that's neither here nor there, so treating,"" the expression ""neither here nor there"" holds a figurative meaning.

Output: i (figurative meaning)

The phrase ""neither here nor there"" is used to convey that something is of no importance"
neither here nor there,"  Output: i (figurative meaning)

In this context, the expression ""neither here nor there"" holds a figurative meaning. It implies that the fact that the person fantasizes about a woman rather than a man is not particularly relevant or important in the given circumstances. It is a neutral observation, and the speaker is"
out of the woods,"  Sure, I'd be happy to help!

In the context of the sentence you provided, the expression ""out of the woods"" holds a figurative meaning. Therefore, I would output ""i"" for figurative meaning.

The phrase ""out of the woods"" is often used to describe a situation where someone or something"
out of the woods,"  Output: i (figurative meaning)

The expression ""out of the woods"" in the contextual sentence ""They were n't out of the woods yet — far from it"" holds a figurative meaning. The phrase is often used metaphorically to describe a situation where someone or something is still facing challenges or"
out of the woods,"  Output: i (figurative meaning)

The expression ""out of the woods"" in the contextual sentence has a figurative meaning. It means that the company's situation is still uncertain or precarious, despite some positive developments. The use of ""out of the woods"" implies that the company has not yet fully"
sit on the fence,"  Output: i (figurative meaning)

The expression ""sit on the fence"" is a common idiom that means to remain neutral or undecided about something, to avoid taking a side or making a commitment. In the context of the sentence, the speaker is suggesting that the person or people being referred to are"
sit on the fence,"  Output: i

The expression ""sit on the fence"" in this context holds a figurative meaning. The phrase is often used metaphorically to describe someone who is undecided or neutral about a particular issue, and is not meant to be taken literally. In this sentence, the speaker is using the phrase to describe"
sit on the fence,"  Output: i (figurative meaning)

The expression ""sit on the fence"" is a common idiom that means to remain neutral or indecisive, neither supporting nor opposing a particular side. In the context of the sentence, ""This did not mean sitting on the fence but, in theory, jumping"
keep the peace,"  Sure! In the context of the sentence ""However, the scramble to keep the peace went on,"" the expression ""keep the peace"" holds a figurative meaning.

Output: i (figurative meaning)

In this context, ""keep the peace"" means to maintain a state of calmness or tranquility"
keep the peace,"  Output: i (figurative meaning)

The expression ""keep the peace"" in the contextual sentence holds a figurative meaning. It means maintaining a state of calmness or tranquility, rather than a literal interpretation of physically keeping peace. The use of ""uneasy peace"" and ""constant vigilance"""
six feet under,"  Sure, I'd be happy to help!

In the context of the sentence you provided, the expression ""six feet under"" holds a figurative meaning.

Output: i (figurative meaning)

The phrase ""six feet under"" is a common idiom that means ""dead"" or ""no longer"
six feet under,"  Output: i (figurative meaning)

In this context, the expression ""six feet under"" holds a figurative meaning. It is used to convey the idea that the speaker is determined and will not be easily deterred or defeated, even in the face of adversity. The phrase is often used metaphorically to"
six feet under,"  Output: i (figurative meaning)

In this context, the expression ""six feet under"" holds a figurative meaning. It is a common idiomatic expression used to describe someone who has died or is buried, typically at a depth of six feet below the surface of the ground. The phrase is often used metaphor"
dead and buried,"  Output: i (figurative meaning)

In this context, the expression ""dead and buried"" is being used figuratively to describe the state of Oxford's game. It means that Oxford was not performing well and was in a state of inactivity or ineffectiveness, as if they were already dead and buried. The"
dead and buried,"  Output: i (figurative meaning)

In this context, the expression ""dead and buried"" holds a figurative meaning. It means that Middlesbrough was in a dire situation and on the verge of failure, much like a person who has passed away and been buried. The use of this expression emphasizes"
dead and buried,"  Output: i

The expression ""dead and buried"" in this context holds a figurative meaning. The author is not referring to the physical act of burying someone who has died, but rather the idea of something being no longer useful or relevant. The author is using the phrase to describe the charities that were once administer"
down in the dumps,"  Output: i (figurative meaning)

The expression ""down in the dumps"" is a common idiom that means feeling sad, depressed, or dissatisfied. In the context of the sentence, the speaker is suggesting that the person's mood has changed from feeling downcast or depressed to being in a"
down in the dumps,"  Sure! In the context of the sentence ""Down in dumps A GROUP of young people from Northern Ireland are setting off this week on a trip to one of the world 's poorest regions,"" the expression ""down in the dumps"" holds a figurative meaning.

Output: i (figurative meaning)

The"
down in the dumps,"  Output: i (figurative meaning)

The expression ""down in the dumps"" in the contextual sentence means figuratively, not literally. It is used to describe someone who is feeling sad, depressed, or unenthusiastic. The phrase is often used to convey a sense of emotional low point or a"
know the score,"  Output: i (figurative meaning)

The expression ""know the score"" in the context of the sentence ""As my Mancunian boyfriend says : ‘Hardcore — know the score’"" is used figuratively to convey the idea of having a deep understanding or insight into something. The phrase is often used to"
know the score,"  Sure, I'd be happy to help!

In the context of the sentence ""I know the score, like they say,"" the expression ""know the score"" holds a figurative meaning.

Output: i (figurative)

The phrase ""know the score"" is often used to mean ""be aware of"
know the score,"  Output: i (figurative meaning)

In this context, the expression ""know the score"" holds a figurative meaning. The phrase is often used to describe someone who is aware of the situation, the facts, or the context of a particular matter. In this sentence, the speaker is using the phrase to convey that the album"
oil and water,"  Output: i (figurative meaning)

In this context, the expression ""oil and water"" is used figuratively to convey the idea that Christian faith and a historical study of Jesus are incompatible or mutually exclusive. The comparison suggests that just as oil and water do not mix or blend together, Christian faith and a"
oil and water,"  Great! I'm happy to help.

In the context of the sentence ""Like oil and water,"" the expression ""oil and water"" holds a figurative meaning. Therefore, my output is:

Output: i (figurative meaning)"
oil and water,"  Output: i (figurative meaning)

The expression ""oil and water don't mix"" is a common idiom that means that two things that are fundamentally different or incompatible cannot coexist or work together effectively. It is a figurative expression, meaning that the two things being compared are not meant to be"
add fuel to the fire,"  Output: i (figurative meaning)

In this context, the expression ""add fuel to the fire"" is being used figuratively to mean ""to make a situation worse or more intense."" The sentence suggests that the London Evening Standard's article was contributing to the already existing tension or conflict, rather than actually"
add fuel to the fire,"  Output: i (figurative meaning)

The expression ""add fuel to the fire"" in the context of the sentence means that Keith Wright's claim has intensified the debate or made the situation more difficult to handle. It is a figurative expression used to describe the act of escalating or exacerbating a problem"
add fuel to the fire,"  Output: i (figurative meaning)

In this context, the expression ""add fuel to the fire"" holds a figurative meaning. It means to make a situation more intense or complicated, rather than a literal action of adding physical fuel to a fire.

The phrase is often used to describe a situation where someone is"
power behind the throne,"  Output: i (figurative meaning)

The expression ""power behind the throne"" is a common idiomatic expression that refers to the individuals or groups that have significant influence or control over a person or institution, often without holding an official position or title. In the context of the sentence you provided, the expression is being used figur"
power behind the throne,"  Output: i (figurative meaning)

The expression ""power behind the throne"" is a common idiomatic expression used to describe a person or group that exerts significant influence or control over a ruler or government, even if they are not the direct ruler or in a position of formal authority. In the context of"
power behind the throne,"  Output: i (figurative meaning)

The expression ""power behind the throne"" in this context is used figuratively to refer to the individual who holds the real power and influence within an organization or group, despite not being the official leader or figurehead. In this sentence, the ""sinister oriental"" is the power behind"
blood and guts,"  Output: i (figurative meaning)

In this context, the expression ""blood and guts"" is being used figuratively to convey a sense of intensity, violence, and graphic content. The author is suggesting that while RoboCop has some comedic elements, Day of the Dead is fundamentally more serious"
blood and guts,"  Output: i (figurative meaning)

The expression ""blood and guts"" in the context of the sentence is used figuratively to refer to the intense and graphic content of the video that is keeping the prisoners under control. The phrase is used metaphorically to describe the impact of the video on the prisoners"
blood and guts,"  Output: i (figurative meaning)

The expression ""blood and guts"" in the context of the sentence is meant to be figurative, rather than literal. It is a metaphorical expression used to describe the intense and physical nature of the game of rugby, particularly in the context of a high-st"
strike while the iron is hot,"  Sure! The expression ""strike while the iron is hot"" has a figurative meaning in the contextual sentence.

Output: i (figurative meaning)

The phrase ""strike while the iron is hot"" means to take advantage of a favorable opportunity or situation while it is still available. In this sentence,"
strike while the iron is hot,"  Output: i (figurative meaning)

The expression ""strike while the iron is hot"" is a common idiom that means to take advantage of a favorable opportunity or situation while it is still available. It is often used to encourage someone to act quickly and seize the moment, as the opportunity may not last long"
on the hop,"  Output: i (figurative meaning)

The expression ""on the hop"" in the contextual sentence means figuratively ""unprepared or caught off guard."" The phrase is often used to describe a situation where someone is unexpectedly confronted with a sudden change or surprise, and they are not prepared to handle it. In this"
on the hop,"  Output: i (figurative meaning)

The expression ""on the hop"" in the contextual sentence means ""unexpectedly and suddenly."" The use of the word ""hop"" in this context implies a sudden and unexpected jump or leap, rather than a literal hop. The sentence implies that BT caught the City off"
on the hop,"  Output: i (figurative meaning)

The expression ""on the hop"" in the contextual sentence ""It's always a good idea to keep them on the hop"" is figurative, meaning that the speaker is using it to convey a sense of constant activity or momentum. The phrase is often used to describe a situation where"
all over the map,"  Output: i (figurative meaning)

In this context, the expression ""all over the map"" holds a figurative meaning. It suggests that the patients being studied are diverse and varied, and their bladder pressures and flows are not uniform or consistent. The speaker is using this expression to convey that the patients are scattered"
all over the map,"  Output: i (figurative meaning)

The expression ""all over the map"" in the contextual sentence conveys a figurative meaning. It means that the student is not going to be scattered or disorganized in their study, but rather will follow a structured and defined path of learning. The use of the term"
all over the map,"  Output: i (figurative meaning)

The expression ""all over the map"" in the contextual sentence is used figuratively to convey the idea that the answers to the question are diverse and scattered in different directions, without any clear consensus or consistency. It suggests that the opinions and perspectives on the matter are widely"
let the cat out of the bag,"  Sure! The expression ""let the cat out of the bag"" in the sentence ""Even if Jack Bernstein had n't let the cat out of the bag I would have known!"" has a figurative meaning.

Output: i (figurative meaning)

In this context, the expression is used to convey that"
let the cat out of the bag,"  Output: i (figurative meaning)

In this context, the expression ""let the cat out of the bag"" is being used figuratively to mean that Steffi Graf and Monica Seles revealed a secret or surprise. The phrase is often used to describe a situation where someone accidentally reveals information that was meant to"
let the cat out of the bag,"  Output: i (figurative meaning)

The expression ""let the cat out of the bag"" is a common idiom that means to reveal a secret or surprise prematurely. In the context of the sentence you provided, it is being used figuratively to suggest that the speaker's bluntness could potentially reveal"
blaze a trail,"  Sure! In the context of the sentence you provided, the expression ""blaze a trail"" holds a figurative meaning.

Output: i (Figurative meaning)

The phrase ""blaze a trail"" is often used metaphorically to describe the act of creating a new path or making a breakthrough in a"
blaze a trail,"  Sure, I'd be happy to help!

In this context, the expression ""blaze a trail"" holds a figurative meaning.

Output: i (figurative meaning)

The phrase ""blaze a trail"" is often used metaphorically to describe someone or something that breaks new ground or p"
blaze a trail,"  Output: i (figurative meaning)

The expression ""blaze a trail"" in the contextual sentence means that May McFettridge was setting a trend or paving the way for others in the fashion industry. The use of ""blaze"" is figurative, implying a trail of innovation and cre"
on the bounce,"  Output: i (figurative meaning)

The expression ""on the bounce"" in the context of Abel's sound system has a figurative meaning. It suggests that Abel's music is energetic and lively, bouncing or springing back with energy. The use of the word ""bounce"
on the bounce,"  Output: i (figurative meaning)

The expression ""on the bounce"" in the contextual sentence is used figuratively to describe the number of cards in a deck that are of a certain rank. The speaker is using a playful and exaggerated manner to express their satisfaction with the number of high-ranking cards"
on the bounce,"  Sure! The expression ""on the bounce"" in the contextual sentence has a figurative meaning. Here's my output:

Output: i (figurative meaning)

In this sentence, ""on the bounce"" means that the team is on a winning streak, with four consecutive victories. It implies"
at a canter,"  Output: i (figurative meaning)

The expression ""at a canter"" in the sentence ""He nodded, then turned and rode away at a canter"" is figurative, meaning that the person was riding their horse at a gentle, leisurely pace, rather than at a fast or intense pace"
at a canter,"  Output: i (figurative meaning)

The expression ""at a canter"" in the contextual sentence is used figuratively to mean ""at an easy pace or with ease."" It suggests that the students are tackling the various aspects of equine science and horsemastership with a sense of ease and comfort, rather than"
at a canter,"  Output: i (figurative meaning)

The expression ""at a canter"" in the sentence ""She turned Midnight on his hocks and went away at a canter"" is figurative, meaning that Midnight is being moved or carried away with ease and speed, as if he were running at a gentle pace."
out to lunch,"  Output: i (figurative meaning)

The expression ""out to lunch"" in the contextual sentence ""Round the bend, out to lunch"" is figurative. It means that the person or thing mentioned (Round the bend) has gone in an unpredictable or absurd direction, and is"
out to lunch,"  Output: i (figurative meaning)

The expression ""out to lunch"" is a common idiomatic phrase used to describe someone who is not available or unreachable for a short period of time, often due to a break or a meal. In the context of the sentence ""Was God out to l"
out to lunch,"  Output: i (figurative meaning)

In this context, the expression ""out to lunch"" is being used figuratively to mean that the speaker is taking a break or stepping away from the current topic of discussion. The sentence suggests that the speaker is fed up with the current state of guitar rock music and needs a break"
twist someone's arm,"  Output: i (figurative meaning)

The expression ""twist someone's arm"" in the contextual sentence is used figuratively to mean coercing or persuading someone to do something against their will or initial reluctance. The phrase suggests a forceful or manipulative approach to getting what one wants from someone,"
twist someone's arm,"  Sure! The expression ""twist someone's arm"" has a figurative meaning in the contextual sentence ""Twist my arm!""

Output: i (figurative)

In this context, ""twist someone's arm"" means to persuade or coerce someone into doing something they might not want to"
twist someone's arm,"  Output: i (figurative meaning)

The expression ""twist someone's arm"" is a common idiom that means to persuade or pressure someone to do something by using coercion or force. In the context of the sentence you provided, the speaker is threatening to harm someone's son if they don'"
swings and roundabouts,"  Output: i (figurative meaning)

The expression ""swings and roundabouts"" is a common idiom in English that means ""ups and downs"" or ""advantages and disadvantages."" It is often used to describe a situation where there are no clear winners or losers, but rather a series of"
swings and roundabouts,"  Output: i (figurative meaning)

The expression ""swings and roundabouts"" in the context of the sentence is used figuratively to convey the idea of uncertainty or unpredictability. It suggests that there are ups and downs, or highs and lows, in the situation being described, and that it is"
swings and roundabouts,"  Sure! The expression ""swings and roundabouts"" is a common idiom in English, and it can have both figurative and literal meanings depending on the context.

In the context of the sentence you provided, the expression is being used figuratively to mean that the advantages of a small company over a large one are not"
on the ball,"  Output: i (figurative meaning)

The expression ""on the ball"" in the contextual sentence means figuratively, not literally. It implies that apes are not capable of understanding complex financial concepts like profit, and even if they could, they would not be able to focus their attention on it.

In this context"
on the ball,"  Sure! In the context of the sentence you provided, the expression ""on the ball"" holds a figurative meaning.

Output: i (figurative meaning)

In this sentence, ""on the ball"" means that the pirates are aware of the measures taken to prevent copying and are actively finding ways to circumvent"
rob Peter to pay Paul,"  Output: i (figurative meaning)

The expression ""rob Peter to pay Paul"" is a common idiom that means to take something away from one person in order to give it to another, often in a way that is perceived as unfair or unjust. In the context of the sentence you provided, the speaker is"
rob Peter to pay Paul,"  Sure, I'd be happy to help!

In the context of the sentence ""rob Peter to pay Paul as usual,"" the expression ""rob Peter to pay Paul"" holds a figurative meaning.

Output: i (figurative)

The expression ""rob Peter to pay Paul"" is a common idiom that"
rob Peter to pay Paul,"  Output: i (figurative meaning)

The expression ""rob Peter to pay Paul"" in the contextual sentence is being used figuratively to convey the idea that the Government is taking money from one source (Peter) to pay for another (Paul). It means that the Government is transferring funds from one area to another, rather"
ring a bell,"  Output: i (figurative meaning)

The expression ""ring a bell"" in the contextual sentence is used figuratively to mean ""remind someone of something"". The speaker is expressing their hope that their experience on the pilot courses will remind the listeners of something relevant or useful, rather than actually causing a physical bell"
ring a bell,"  Output: i

The expression ""ring a bell"" holds a figurative meaning in the contextual sentence. It means that the name does not evoke any memory or recognition in the speaker's mind, similar to the way a bell rings when it is struck. The speaker is saying that the name does not resonate with them,"
ring a bell,"  Output: i (figurative meaning)

The expression ""ring a bell"" in the contextual sentence is used figuratively to suggest that something is reminiscent or evocative of something else. The sentence implies that the idea or concept being discussed is familiar or has been encountered before, and the use of ""ring a"
to die for,"  Output: i (figurative meaning)

The expression ""to die for"" in the contextual sentence ""CONDEMNED TO DIE FOR A DRINK"" is used figuratively, not literally. It means that the person is extremely thirsty or craving for a drink, and the idea of dying for"
to die for,"  Sure! In the context of the sentence ""Now that's a man to die for!"", the expression ""to die for"" holds a figurative meaning.

Output: i (figurative meaning)

The phrase ""to die for"" is often used to express admiration or approval for someone or something, particularly"
to die for,"  Output: i (figurative meaning)

In this context, the expression ""body to die for"" is being used figuratively to describe Anjelica Huston's physical appearance. It is an idiomatic expression used to describe someone's attractiveness or beauty, implying that they are so attractive that they"
everything but the kitchen sink,"  Output: i (figurative meaning)

The expression ""everything but the kitchen sink"" is a common idiom that means ""a lot of things, but not everything."" In the context of the sentence, the speaker is using it figuratively to indicate that they found the play to be comprehensive and informative, covering a"
spend a penny,"  Output: i (figurative meaning)

The expression ""spend a penny"" in the contextual sentence is used figuratively to convey the idea of wasting time or effort on something that is futile or unproductive. The phrase is often used to describe activities that are unnecessary or unimportant, such as trying to"
spend a penny,"  Output: i (figurative meaning)

The expression ""spend a penny"" in the contextual sentence is used figuratively to mean ""to waste time or money unnecessarily."" The phrase is often used to describe someone who is not being productive or efficient with their time or resources. In this case, the sentence suggests"
spend a penny,"  Output: i (figurative meaning)

The expression ""spend a penny"" in the context of the sentence is used figuratively to mean ""to waste time or money unnecessary."" The phrase is often used to describe someone who is not being productive or efficient with their time or resources. In this case, the sentence suggests"
in black and white,"  Output: i (figurative meaning)

In this context, the expression ""in black and white"" holds a figurative meaning. The speaker is using it to refer to the written or printed form of words, rather than their literal color. The phrase is often used metaphorically to describe something that is clear, straightforward,"
in black and white,"  Sure! In the context of the sentence ""To tell us things are happening and certainly on the press release it made erm it was there in black and white to say that..."", the expression ""in black and white"" holds a figurative meaning.

Output: i (figurative meaning)

The expression ""in black and"
in black and white,"  Output: i (figurative meaning)

In this context, the expression ""in black and white"" is used figuratively to convey the idea that children's thinking is simplistic and binary, with things being either good or bad, right or wrong, without much nuance or gray area. The sentence suggests that the comic"
doom and gloom,"  Output: i (figurative meaning)

The expression ""doom and gloom"" in the contextual sentence is used figuratively to convey a sense of pessimism or negativity. It refers to the constant exposure to negative news, events, or situations that can create a mental burden or stress, even if"
doom and gloom,"  Output: i (figurative meaning)

In this context, the expression ""doom and gloom"" holds a figurative meaning. The speaker is not literally predicting the end of the world or a literal gloom, but rather using the phrase to convey a sense of pessimism and negativity. The use of"
doom and gloom,"  Output: i (figurative meaning)

The expression ""doom and gloom"" in the sentence is used figuratively to convey a sense of pessimism or gloominess about recent news of company collapses. It does not imply a literal prediction of impending doom or a physical sense of gloom."
keep tabs on,"  Output: i (figurative meaning)

The expression ""keep tabs on"" in the contextual sentence has a figurative meaning. It means to keep track of someone or something, to monitor their activities or progress, or to be aware of their whereabouts or actions.

In this sentence, the speaker is implying"
keep tabs on,"  Output: i (figurative meaning)

In this context, the expression ""keep tabs on"" holds a figurative meaning. The phrase is used to describe the act of monitoring or observing someone or something, often in a subtle or covert manner.

The use of ""tabs"" in this context is metap"
keep tabs on,"  Sure! In the context of the sentence you provided, the expression ""keep tabs on"" holds a figurative meaning.

Output: i (figurative meaning)

In this sentence, ""keep tabs on"" means to monitor or observe something, particularly in a way that is discreet or covert. The psychologist"
get the picture,"  Output: i (figurative meaning)

In this context, the expression ""get the picture"" holds a figurative meaning. The speaker is not advocating for a literal act of capturing a photograph or image, but rather is using the phrase to convey the idea of gaining an understanding or a ""picture"" of something."
get the picture,"  Output: i (figurative meaning)

The expression ""get the picture"" in the contextual sentence is used figuratively to convey that the listener has understood the situation or message. The speaker is implying that the listener has grasped the idea or concept, and it's time to move forward or take action.

"
get the picture,"  Output: i (figurative meaning)

In this context, the expression ""get the picture"" is being used idiomatically to mean ""understand"" or ""get a sense of"". The sentence suggests that the employers wanted to give the teachers a clear understanding of what engineering is really like, beyond the negative media portray"
look the other way,"  Output: I

The expression ""look the other way"" in the contextual sentence holds a figurative meaning. It means that the San Franciscan police are turning a blind eye to the illegal activity of drug workers swapping needles. They are not actively enforcing the law or intervening in the situation, instead, they are"
look the other way,"  Output: i (figurative meaning)

In this context, the expression ""look the other way"" holds a figurative meaning. It suggests that the speaker is deliberately avoiding paying attention or taking action in the face of something unpleasant or difficult. The use of ""the other way"" implies that the speaker is"
look the other way,"  Output: i (figurative meaning)

In this sentence, the expression ""look the other way"" holds a figurative meaning. It means to turn a blind eye or ignore something, rather than literally looking in a different direction. The author is suggesting that while it may be morally permissible to kill a child in certain"
burst someone's bubble,"  Output: i (figurative meaning)

The expression ""burst someone's bubble"" is a common idiom that means to disappoint or disillusion someone, often in a humorous or ironic way. In the context of the sentence you provided, it is likely that the speaker is using the expression figuratively to"
burst someone's bubble,"  In the contextual sentence ""Hopefully we can go out and beat them, it'd be great to burst their bubble,"" the expression ""burst their bubble"" holds a figurative meaning.

Output: i (figurative meaning)

In this context, the speaker is using the expression to mean that"
burst someone's bubble,"  Sure, I'd be happy to help!

In this context, the expression ""burst someone's bubble"" holds a figurative meaning.

Output: i (figurative)

The phrase ""burst someone's bubble"" means to disappoint or ruin someone's illusion or fant"
fall in line,"  Output: i (figurative meaning)

The expression ""fall in line"" in the contextual sentence has a figurative meaning. It is used to describe the act of conforming or complying with a particular viewpoint or course of action, without necessarily implying a physical act of falling into a line. The use of the"
fall in line,"  Output: i (figurative meaning)

In this sentence, ""fall in line"" holds a figurative meaning. The phrase is often used idiomatically to mean ""to conform or comply with a plan or decision."" In this context, the speaker is suggesting that while they are doing the footings, they can also prepare"
fall in line,"  Output: i (figurative meaning)

The expression ""fall in line"" in the contextual sentence has a figurative meaning. It means that the mortgage rates are conforming to or moving in the same direction as the base rates. The phrase ""fall in line"" is often used metaphorically to describe the"
water under the bridge,"  Output: i (figurative meaning)

In this context, the expression ""water under the bridge"" holds a figurative meaning. The speaker is using it to convey that the past events or issues are gone and cannot be changed or undone, like water that has flowed under a bridge. The speaker is suggesting that it'"
water under the bridge,"  Sure! In the context of the sentence ""It's water under the bridge now,"" the expression ""water under the bridge"" holds a figurative meaning.

Output: i (figurative meaning)

The expression ""water under the bridge"" is often used to describe something that has happened in the past and cannot be changed"
water under the bridge,"  Output: i (figurative meaning)

The expression ""water under the bridge"" in the contextual sentence is used figuratively to mean that past mistakes or problems are no longer relevant or useful for the present situation. The phrase suggests that Linfield should focus on the future and not dwell on past mistakes or differences with their Danish"
keep a lid on,"  Output: i (figurative meaning)

The expression ""keep a lid on"" in the contextual sentence is used figuratively to mean ""to control or restrain something"". Polly recognizes Nathan's insistence on her learning how to navigate as an attempt to keep the situation from escalating further out of control."
keep a lid on,"  Output: i (figurative meaning)

The expression ""keep a lid on"" in the contextual sentence means to control or suppress something, often in a metaphorical sense. In this case, the government appointed a special transport minister to manage the anger of developers about the lack of transport to Docklands, implying"
keep a lid on,"  Output: i (figurative meaning)

The expression ""keep a lid on"" in the sentence ""The new year, 1989, opened with the government barely keeping a lid on the situation"" holds a figurative meaning.

The phrase ""keep a lid on"" means to control or restrain something"
down the drain,"  Output: i (figurative meaning)

The expression ""down the drain"" in the contextual sentence is used figuratively to describe the potential loss or decline of something valuable or important. The sentence suggests that family life may be deteriorating or deteriorated, and the phrase ""going down the drain"
down the drain,"  Output: i (figurative meaning)

In the context of the sentence, ""down the drain"" is used figuratively to mean ""wasted"" or ""squandered"". IBM is pouring resources (money) into OS/2, but it is not literally going down the drain. The expression is used"
down the drain,"  Output: i (figurative meaning)

The expression ""down the drain"" in the contextual sentence is used figuratively to convey the idea that all the hard work will be wasted or lost if the inventors are unable to patent their idea. The phrase is often used to describe something that is futile or of"
make the cut,"  Output: i (figurative meaning)

In this context, the expression ""make the cut"" is being used figuratively to mean ""qualify or be selected for a particular group or category."" Grady and Roger Davis are being described as ""making the cut"" in the sense that they met the minimum qualifications or standards required"
make the cut,"  Output: i (figurative meaning)

The expression ""make the cut"" in the contextual sentence has a figurative meaning. It means to succeed or be selected for a particular purpose or category, often after a process of evaluation or filtering.

In this sentence, the speaker is using ""make the cut"" to refer"
make the cut,"  Sure, I'd be happy to help!

In the context of the sentence you provided, the expression ""make the cut"" holds a figurative meaning.

Output: i (figurative meaning)

The phrase ""make the cut"" in this sentence means to successfully include or exclude something from a larger group or"
free and easy,"  Sure, I'd be happy to help!

In the context of the sentence ""In these free - and - easy days people are making their own rules already,"" the expression ""free and easy"" holds a figurative meaning.

Output: i (figurative meaning)

The phrase ""free and easy"" is"
free and easy,"  Output: i (figurative meaning)

In this context, the expression ""free and easy"" holds a figurative meaning. It is used to describe Alamena's behavior as carefree and unrestrained, rather than literal. The phrase suggests that Alamena is not bound by strict rules or conventions, and"
